iter_1000
2/1206.bmp (0.9999672174453735, '2 CL')
2/571.bmp (0.9999942779541016, '2 CL')
2/1162.bmp (0.9999856948852539, '2 CL')
2/862.bmp (0.9999410510063171, '2 CL')
2/503.bmp (0.9999971389770508, '2 CL')
2/1268.bmp (0.9999933242797852, '2 CL')
2/226.bmp (0.9999122619628906, '2 CL')
2/441.bmp (0.9999932050704956, '2 CL')
2/1237.bmp (0.9999728202819824, '2 CL')
2/171.bmp (0.9999762773513794, '2 CL')
2/701.bmp (0.9999585151672363, '2 CL')
2/534.bmp (0.9999842643737793, '2 CL')
2/638.bmp (0.9999898076057434, '2 CL')
2/893.bmp (0.9996510744094849, '2 CL')
2/651.bmp (0.9999904632568359, '2 CL')
2/103.bmp (0.9998288154602051, '2 CL')
2/269.bmp (0.9999644160270691, '2 CL')
2/799.bmp (0.9999523162841797, '2 CL')
2/956.bmp (0.9999954104423523, '2 CL')
2/134.bmp (0.9999885559082031, '2 CL')
2/924.bmp (0.9999605417251587, '2 CL')
2/337.bmp (0.9999985694885254, '2 CL')
2/306.bmp (0.9999805688858032, '2 CL')
2/831.bmp (0.9999814033508301, '2 CL')
0/790.bmp (0.4999975562095642, '0 HL')
0/66.bmp (0.5000004768371582, '0 HL')
0/1232.bmp (0.4999999403953552, '0 HL')
0/97.bmp (0.5000007152557373, '0 HL')
0/1170.bmp (0.4999992251396179, '0 HL')
0/347.bmp (0.5, '0 HL')
0/253.bmp (0.5000030398368835, '0 HL')
0/1045.bmp (0.5, '0 HL')
0/28.bmp (0.5000009536743164, '0 HL')
0/122.bmp (0.5, '0 HL')
0/846.bmp (0.4999975562095642, '0 HL')
0/160.bmp (0.5000033378601074, '0 HL')
0/946.bmp (0.49997735023498535, '0 HL')
0/446.bmp (0.5000004768371582, '0 HL')
0/128.bmp (0.5, '0 HL')
0/940.bmp (0.4999537467956543, '0 HL')
0/378.bmp (0.5000002384185791, '0 HL')
0/852.bmp (0.4999992847442627, '0 HL')
0/1201.bmp (0.4999997615814209, '0 HL')
0/596.bmp (0.5000001788139343, '0 HL')
0/222.bmp (0.49999991059303284, '0 HL')
0/602.bmp (0.4999998211860657, '0 HL')
0/633.bmp (0.5, '0 HL')
0/627.bmp (0.5, '0 HL')
0/1107.bmp (0.5, '0 HL')
0/477.bmp (0.5000007152557373, '0 HL')
0/403.bmp (0.5000007152557373, '0 HL')
0/316.bmp (0.5000002384185791, '0 HL')
0/1076.bmp (0.5, '0 HL')
0/435.bmp (0.5000002384185791, '0 HL')
0/571.bmp (0.4999999403953552, '0 HL')
0/508.bmp (0.4999999403953552, '0 HL')
0/915.bmp (0.4999982714653015, '0 HL')
0/1013.bmp (0.5, '0 HL')
0/752.bmp (0.5000002384185791, '0 HL')
0/883.bmp (0.49999943375587463, '0 HL')
0/665.bmp (0.5000002384185791, '0 HL')
0/696.bmp (0.5000002384185791, '0 HL')
0/727.bmp (0.5000002384185791, '0 HL')
0/1038.bmp (0.5, '0 HL')
0/1138.bmp (0.49999985098838806, '0 HL')
0/35.bmp (0.500002384185791, '0 HL')
0/410.bmp (0.5000007152557373, '0 HL')
0/191.bmp (0.500006914138794, '0 HL')
0/247.bmp (0.5000028014183044, '0 HL')
0/540.bmp (0.5, '0 HL')
0/285.bmp (0.5, '0 HL')
0/758.bmp (0.5, '0 HL')
0/153.bmp (0.5000466108322144, '0 HL')
0/1257.bmp (0.4999997615814209, '0 HL')
1/636.bmp (0.5, '1 HR')
1/926.bmp (0.49999094009399414, '1 HR')
1/1108.bmp (0.5000009536743164, '1 HR')
1/586.bmp (0.5, '1 HR')
1/467.bmp (0.5, '1 HR')
1/248.bmp (0.49999937415122986, '1 HR')
1/1242.bmp (0.5, '1 HR')
1/698.bmp (0.5000029802322388, '1 HR')
1/530.bmp (0.5, '1 HR')
1/142.bmp (0.4999997019767761, '1 HR')
1/11.bmp (0.5, '1 HR')
1/442.bmp (0.5, '1 HR')
1/890.bmp (0.5, '1 HR')
1/167.bmp (0.5, '1 HR')
1/920.bmp (0.49999475479125977, '1 HR')
1/223.bmp (0.4999999403953552, '1 HR')
1/1318.bmp (0.5, '1 HR')
1/55.bmp (0.5000001192092896, '1 HR')
1/847.bmp (0.5, '1 HR')
1/67.bmp (0.5, '1 HR')
1/805.bmp (0.5, '1 HR')
1/1283.bmp (0.5, '1 HR')
1/155.bmp (0.49999943375587463, '1 HR')
1/536.bmp (0.5, '1 HR')
1/748.bmp (0.5000006556510925, '1 HR')
1/380.bmp (0.4999995827674866, '1 HR')
1/686.bmp (0.5000004172325134, '1 HR')
1/623.bmp (0.5, '1 HR')
1/273.bmp (0.5, '1 HR')
1/1023.bmp (0.4999999403953552, '1 HR')
1/298.bmp (0.5, '1 HR')
1/180.bmp (0.4999980330467224, '1 HR')
1/1156.bmp (0.5000008344650269, '1 HR')
1/211.bmp (0.5000003576278687, '1 HR')
1/1236.bmp (0.5, '1 HR')
1/975.bmp (0.49999991059303284, '1 HR')
1/998.bmp (0.4999975562095642, '1 HR')
1/105.bmp (0.5, '1 HR')
1/117.bmp (0.49999991059303284, '1 HR')
1/1072.bmp (0.4999997615814209, '1 HR')
1/755.bmp (0.5000006556510925, '1 HR')
1/1138.bmp (0.5000003576278687, '1 HR')
1/80.bmp (0.5, '1 HR')
1/1085.bmp (0.4999997615814209, '1 HR')
1/872.bmp (0.5, '1 HR')
1/367.bmp (0.5, '1 HR')
1/938.bmp (0.4999980032444, '1 HR')
1/1198.bmp (0.5, '1 HR')
1/317.bmp (0.5, '1 HR')
1/430.bmp (0.5, '1 HR')
3/1142.bmp (0.5000011920928955, '3 CR')
3/1226.bmp (0.5000100135803223, '3 CR')
3/749.bmp (0.5000020265579224, '3 CR')
3/124.bmp (0.49999865889549255, '3 CR')
3/343.bmp (0.5000817179679871, '3 CR')
3/1200.bmp (0.5000028610229492, '3 CR')
3/1064.bmp (0.5000033378601074, '3 CR')
3/374.bmp (0.5000390410423279, '3 CR')
3/468.bmp (0.5000135898590088, '3 CR')
3/687.bmp (0.5000009536743164, '3 CR')
3/937.bmp (0.5000240206718445, '3 CR')
3/499.bmp (0.5000134110450745, '3 CR')
3/437.bmp (0.500009298324585, '3 CR')
3/874.bmp (0.500002920627594, '3 CR')
3/187.bmp (0.5002703666687012, '3 CR')
3/1147.bmp (0.5000033378601074, '3 CR')
3/1205.bmp (0.5000021457672119, '3 CR')
3/456.bmp (0.500009298324585, '3 CR')
3/562.bmp (0.5000162720680237, '3 CR')
3/406.bmp (0.5000057220458984, '3 CR')
3/968.bmp (0.5000026226043701, '3 CR')
3/781.bmp (0.5000026226043701, '3 CR')
3/906.bmp (0.500012218952179, '3 CR')
3/1174.bmp (0.5001296997070312, '3 CR')
3/998.bmp (0.5000123977661133, '3 CR')
3/843.bmp (0.5000385046005249, '3 CR')
3/593.bmp (0.5000040531158447, '3 CR')
3/931.bmp (0.5000702142715454, '3 CR')
3/93.bmp (0.49792009592056274, '2 CL')
3/156.bmp (0.5000888705253601, '3 CR')
3/137.bmp (0.500103235244751, '3 CR')
3/656.bmp (0.5000035166740417, '3 CR')
3/56.bmp (0.5000007152557373, '3 CR')
3/1089.bmp (0.5000016689300537, '3 CR')
3/218.bmp (0.5003069043159485, '3 CR')
3/1028.bmp (0.5000009536743164, '3 CR')
3/281.bmp (0.5000768899917603, '3 CR')
3/1159.bmp (0.5000035166740417, '3 CR')
3/724.bmp (0.500001072883606, '3 CR')
3/1010.bmp (0.5000393390655518, '3 CR')
3/624.bmp (0.5000003576278687, '3 CR')
3/62.bmp (0.500037670135498, '3 CR')
3/1119.bmp (0.500015139579773, '3 CR')
3/718.bmp (0.5000039935112, '3 CR')
3/531.bmp (0.5000007748603821, '3 CR')
3/249.bmp (0.5000934600830078, '3 CR')
3/812.bmp (0.4999959468841553, '3 CR')
3/1058.bmp (0.5000035762786865, '3 CR')
3/31.bmp (0.5000091195106506, '3 CR')
3/312.bmp (0.5002116560935974, '3 CR')
4/674.bmp (0.7855075001716614, '4 nothing')
4/1004.bmp (0.9996091723442078, '4 nothing')
4/790.bmp (0.5371096134185791, '4 nothing')
4/775.bmp (0.5020063519477844, '4 nothing')
4/699.bmp (0.9978153109550476, '4 nothing')
4/725.bmp (0.9999078512191772, '4 nothing')
4/1045.bmp (0.8773978352546692, '4 nothing')
4/617.bmp (0.5770137310028076, '4 nothing')
4/592.bmp (0.7100059390068054, '4 nothing')
4/663.bmp (0.999883770942688, '4 nothing')
4/437.bmp (0.9999491572380066, '4 nothing')
4/110.bmp (0.7547147274017334, '4 nothing')
4/336.bmp (0.8994541168212891, '4 nothing')
4/488.bmp (0.999817967414856, '4 nothing')
4/341.bmp (0.8666590452194214, '4 nothing')
4/902.bmp (0.9976122975349426, '4 nothing')
4/800.bmp (0.901319146156311, '4 nothing')
4/841.bmp (0.9984079599380493, '4 nothing')
4/927.bmp (0.6075563430786133, '4 nothing')
4/1030.bmp (0.674088716506958, '4 nothing')
4/968.bmp (0.7807496786117554, '4 nothing')
4/825.bmp (0.7469940185546875, '4 nothing')
4/1020.bmp (0.9895861744880676, '4 nothing')
4/994.bmp (0.9968023300170898, '4 nothing')
4/273.bmp (0.9997422099113464, '4 nothing')
4/565.bmp (0.5005711317062378, '4 nothing')
4/876.bmp (0.5303501486778259, '4 nothing')
4/18.bmp (0.9882845878601074, '4 nothing')
4/508.bmp (0.5023555159568787, '4 nothing')
4/815.bmp (0.5281264781951904, '4 nothing')
4/137.bmp (0.8428699374198914, '4 nothing')
4/412.bmp (0.833136260509491, '4 nothing')
4/917.bmp (0.9822958111763, '4 nothing')
4/643.bmp (0.5174087285995483, '4 nothing')
4/953.bmp (0.6236695647239685, '4 nothing')
4/246.bmp (0.9998051524162292, '4 nothing')
4/750.bmp (0.9648114442825317, '4 nothing')
4/765.bmp (0.5537137985229492, '4 nothing')
4/1056.bmp (0.8667254447937012, '4 nothing')
4/942.bmp (0.9977713823318481, '4 nothing')
4/534.bmp (0.8723446130752563, '4 nothing')
4/193.bmp (0.5666121244430542, '4 nothing')
4/80.bmp (0.5982897281646729, '4 nothing')
4/519.bmp (0.9998621940612793, '4 nothing')
4/219.bmp (0.9383603930473328, '4 nothing')
4/544.bmp (0.9982199668884277, '4 nothing')
4/392.bmp (0.9999048113822937, '4 nothing')
4/979.bmp (0.5022781491279602, '4 nothing')
4/462.bmp (0.5028889179229736, '4 nothing')
4/164.bmp (0.559203565120697, '4 nothing')

iter_43000
2/1206.bmp (0.9999384880065918, '2 CL')
2/1249.bmp (0.9999458193778992, '2 CL')
2/1309.bmp (0.9998760223388672, '2 CL')
2/202.bmp (0.9998947978019714, '2 CL')
2/669.bmp (0.9999985694885254, '2 CL')
2/373.bmp (0.9999794960021973, '2 CL')
2/386.bmp (0.9999979734420776, '2 CL')
2/937.bmp (0.9998814463615417, '2 CL')
2/737.bmp (0.9999456405639648, '2 CL')
2/238.bmp (0.9994675517082214, '2 CL')
2/824.bmp (0.9999774694442749, '2 CL')
2/36.bmp (0.9999837875366211, '2 CL')
2/528.bmp (0.9999889135360718, '2 CL')
2/67.bmp (0.9999861717224121, '2 CL')
2/1143.bmp (0.9999896883964539, '2 CL')
2/1081.bmp (0.9999781847000122, '2 CL')
2/768.bmp (0.999971866607666, '2 CL')
2/1106.bmp (0.99992835521698, '2 CL')
2/472.bmp (0.9999845623970032, '2 CL')
2/1112.bmp (0.9998745918273926, '2 CL')
2/602.bmp (0.9999973177909851, '2 CL')
2/42.bmp (0.9999845623970032, '2 CL')
2/1049.bmp (0.9999942779541016, '2 CL')
2/987.bmp (0.9999995231628418, '2 CL')
2/1018.bmp (0.9999984502792358, '2 CL')
2/1174.bmp (0.9999907612800598, '2 CL')
2/404.bmp (0.9999605417251587, '2 CL')
2/571.bmp (0.9999947547912598, '2 CL')
2/1162.bmp (0.9999863505363464, '2 CL')
2/862.bmp (0.9999443888664246, '2 CL')
2/503.bmp (0.9999973177909851, '2 CL')
2/1268.bmp (0.9999940991401672, '2 CL')
2/226.bmp (0.9999213218688965, '2 CL')
2/441.bmp (0.9999935030937195, '2 CL')
2/1237.bmp (0.9999752044677734, '2 CL')
2/171.bmp (0.9999783635139465, '2 CL')
2/701.bmp (0.999962329864502, '2 CL')
2/534.bmp (0.9999853372573853, '2 CL')
2/638.bmp (0.9999898672103882, '2 CL')
2/893.bmp (0.9996596574783325, '2 CL')
2/651.bmp (0.9999909400939941, '2 CL')
2/103.bmp (0.9998283386230469, '2 CL')
2/269.bmp (0.9999672770500183, '2 CL')
2/799.bmp (0.9999566078186035, '2 CL')
2/956.bmp (0.9999954104423523, '2 CL')
2/134.bmp (0.9999895095825195, '2 CL')
2/924.bmp (0.9999641180038452, '2 CL')
2/337.bmp (0.9999987483024597, '2 CL')
2/306.bmp (0.9999815225601196, '2 CL')
2/831.bmp (0.9999828338623047, '2 CL')
0/790.bmp (0.4999971389770508, '0 HL')
0/66.bmp (0.5000004768371582, '0 HL')
0/1232.bmp (0.4999999403953552, '0 HL')
0/97.bmp (0.5000004768371582, '0 HL')
0/1170.bmp (0.49999910593032837, '0 HL')
0/347.bmp (0.5, '0 HL')
0/253.bmp (0.5000025629997253, '0 HL')
0/1045.bmp (0.5, '0 HL')
0/28.bmp (0.5000009536743164, '0 HL')
0/122.bmp (0.5, '0 HL')
0/846.bmp (0.499997079372406, '2 CL')
0/160.bmp (0.5000026226043701, '0 HL')
0/946.bmp (0.4999762177467346, '0 HL')
0/446.bmp (0.5000004768371582, '0 HL')
0/128.bmp (0.5, '0 HL')
0/940.bmp (0.49995383620262146, '0 HL')
0/378.bmp (0.5000002384185791, '0 HL')
0/852.bmp (0.4999990463256836, '0 HL')
0/1201.bmp (0.4999997615814209, '0 HL')
0/596.bmp (0.5000001788139343, '0 HL')
0/222.bmp (0.49999991059303284, '0 HL')
0/602.bmp (0.4999998211860657, '0 HL')
0/633.bmp (0.5, '0 HL')
0/627.bmp (0.5, '0 HL')
0/1107.bmp (0.5, '0 HL')
0/477.bmp (0.5000007152557373, '0 HL')
0/403.bmp (0.5000007152557373, '0 HL')
0/316.bmp (0.5, '0 HL')
0/1076.bmp (0.5, '0 HL')
0/435.bmp (0.5000002384185791, '0 HL')
0/571.bmp (0.4999999403953552, '0 HL')
0/508.bmp (0.4999999403953552, '0 HL')
0/915.bmp (0.4999982714653015, '0 HL')
0/1013.bmp (0.5, '0 HL')
0/752.bmp (0.5, '0 HL')
0/883.bmp (0.49999943375587463, '0 HL')
0/665.bmp (0.5, '0 HL')
0/696.bmp (0.5000002384185791, '0 HL')
0/727.bmp (0.5000002384185791, '0 HL')
0/1038.bmp (0.5, '0 HL')
0/1138.bmp (0.4999998211860657, '0 HL')
0/35.bmp (0.5000021457672119, '0 HL')
0/410.bmp (0.5000007152557373, '0 HL')
0/191.bmp (0.5000057220458984, '0 HL')
0/247.bmp (0.5000023245811462, '0 HL')
0/540.bmp (0.5, '0 HL')
0/285.bmp (0.5, '0 HL')
0/758.bmp (0.5, '0 HL')
0/153.bmp (0.5000400543212891, '0 HL')
0/1257.bmp (0.4999997615814209, '0 HL')
1/636.bmp (0.5, '1 HR')
1/926.bmp (0.4999922811985016, '1 HR')
1/1108.bmp (0.5000007748603821, '1 HR')
1/586.bmp (0.5, '1 HR')
1/467.bmp (0.5, '1 HR')
1/248.bmp (0.4999995231628418, '1 HR')
1/1242.bmp (0.5, '1 HR')
1/698.bmp (0.5000025033950806, '1 HR')
1/530.bmp (0.5, '1 HR')
1/142.bmp (0.4999997615814209, '1 HR')
1/11.bmp (0.5, '1 HR')
1/442.bmp (0.5, '1 HR')
1/890.bmp (0.5, '1 HR')
1/167.bmp (0.4999998211860657, '1 HR')
1/920.bmp (0.49999529123306274, '1 HR')
1/223.bmp (0.4999999403953552, '1 HR')
1/1318.bmp (0.5, '1 HR')
1/55.bmp (0.5000001192092896, '1 HR')
1/847.bmp (0.5, '1 HR')
1/67.bmp (0.5, '1 HR')
1/805.bmp (0.5, '1 HR')
1/1283.bmp (0.5, '1 HR')
1/155.bmp (0.4999995231628418, '1 HR')
1/536.bmp (0.5, '1 HR')
1/748.bmp (0.5000006556510925, '1 HR')
1/380.bmp (0.4999995827674866, '1 HR')
1/686.bmp (0.5000004172325134, '1 HR')
1/623.bmp (0.5, '1 HR')
1/273.bmp (0.5, '1 HR')
1/1023.bmp (0.4999999403953552, '1 HR')
1/298.bmp (0.5, '1 HR')
1/180.bmp (0.4999982714653015, '1 HR')
1/1156.bmp (0.5000008940696716, '1 HR')
1/211.bmp (0.5000003576278687, '1 HR')
1/1236.bmp (0.5, '1 HR')
1/975.bmp (0.49999991059303284, '1 HR')
1/998.bmp (0.4999977946281433, '1 HR')
1/105.bmp (0.5, '1 HR')
1/117.bmp (0.49999991059303284, '1 HR')
1/1072.bmp (0.4999998211860657, '1 HR')
1/755.bmp (0.5000006556510925, '1 HR')
1/1138.bmp (0.5000002980232239, '1 HR')
1/80.bmp (0.5, '1 HR')
1/1085.bmp (0.4999997615814209, '1 HR')
1/872.bmp (0.5, '1 HR')
1/367.bmp (0.5, '1 HR')
1/938.bmp (0.4999983310699463, '1 HR')
1/1198.bmp (0.5, '1 HR')
1/317.bmp (0.5, '1 HR')
1/430.bmp (0.5, '1 HR')
3/1142.bmp (0.5000009536743164, '3 CR')
3/1226.bmp (0.500009298324585, '3 CR')
3/749.bmp (0.5000017881393433, '3 CR')
3/124.bmp (0.5000017881393433, '3 CR')
3/343.bmp (0.500079870223999, '3 CR')
3/1200.bmp (0.5000026226043701, '3 CR')
3/1064.bmp (0.5000030994415283, '3 CR')
3/374.bmp (0.5000378489494324, '3 CR')
3/468.bmp (0.5000123977661133, '3 CR')
3/687.bmp (0.5000007748603821, '3 CR')
3/937.bmp (0.5000153183937073, '3 CR')
3/499.bmp (0.5000124573707581, '3 CR')
3/437.bmp (0.5000088214874268, '3 CR')
3/874.bmp (0.5000028610229492, '3 CR')
3/187.bmp (0.5002548694610596, '3 CR')
3/1147.bmp (0.5000028610229492, '3 CR')
3/1205.bmp (0.5000019073486328, '3 CR')
3/456.bmp (0.5000090599060059, '3 CR')
3/562.bmp (0.5000147819519043, '3 CR')
3/406.bmp (0.5000054836273193, '3 CR')
3/968.bmp (0.500002384185791, '3 CR')
3/781.bmp (0.5000026226043701, '3 CR')
3/906.bmp (0.500012218952179, '3 CR')
3/1174.bmp (0.500130295753479, '3 CR')
3/998.bmp (0.5000119209289551, '3 CR')
3/843.bmp (0.5000389218330383, '3 CR')
3/593.bmp (0.5000038743019104, '3 CR')
3/931.bmp (0.5000557899475098, '3 CR')
3/93.bmp (0.4979293942451477, '2 CL')
3/156.bmp (0.5000850558280945, '3 CR')
3/137.bmp (0.500098705291748, '3 CR')
3/656.bmp (0.5000036358833313, '3 CR')
3/56.bmp (0.500000536441803, '3 CR')
3/1089.bmp (0.5000016689300537, '3 CR')
3/218.bmp (0.5002985596656799, '3 CR')
3/1028.bmp (0.5000009536743164, '3 CR')
3/281.bmp (0.5000737905502319, '3 CR')
3/1159.bmp (0.5000032782554626, '3 CR')
3/724.bmp (0.500001072883606, '3 CR')
3/1010.bmp (0.5000379085540771, '3 CR')
3/624.bmp (0.5000003576278687, '3 CR')
3/62.bmp (0.500035285949707, '3 CR')
3/1119.bmp (0.5000141859054565, '3 CR')
3/718.bmp (0.5000040531158447, '3 CR')
3/531.bmp (0.5000007748603821, '3 CR')
3/249.bmp (0.5000896453857422, '3 CR')
3/812.bmp (0.49999576807022095, '3 CR')
3/1058.bmp (0.5000033378601074, '3 CR')
3/31.bmp (0.5000085234642029, '3 CR')
3/312.bmp (0.5002111792564392, '3 CR')
4/674.bmp (0.8031560182571411, '4 nothing')
4/1004.bmp (0.9996502995491028, '4 nothing')
4/790.bmp (0.5409163236618042, '4 nothing')
4/775.bmp (0.5021529793739319, '4 nothing')
4/699.bmp (0.9980677366256714, '4 nothing')
4/725.bmp (0.9999150037765503, '4 nothing')
4/1045.bmp (0.8892512321472168, '4 nothing')
4/617.bmp (0.5839018821716309, '4 nothing')
4/592.bmp (0.7263643145561218, '4 nothing')
4/663.bmp (0.9998930096626282, '4 nothing')
4/437.bmp (0.999952495098114, '4 nothing')
4/110.bmp (0.7675771713256836, '4 nothing')
4/336.bmp (0.911307156085968, '4 nothing')
4/488.bmp (0.999834418296814, '4 nothing')
4/341.bmp (0.8816280364990234, '4 nothing')
4/902.bmp (0.9978950619697571, '4 nothing')
4/800.bmp (0.911651611328125, '4 nothing')
4/841.bmp (0.9985954165458679, '4 nothing')
4/927.bmp (0.616905927658081, '4 nothing')
4/1030.bmp (0.6847102642059326, '4 nothing')
4/968.bmp (0.7970572710037231, '4 nothing')
4/825.bmp (0.7653965950012207, '4 nothing')
4/1020.bmp (0.9909526109695435, '4 nothing')
4/994.bmp (0.9972068667411804, '4 nothing')
4/273.bmp (0.9997650384902954, '4 nothing')
4/565.bmp (0.5006285309791565, '4 nothing')
4/876.bmp (0.5328404307365417, '4 nothing')
4/18.bmp (0.9897751808166504, '4 nothing')
4/508.bmp (0.5024471282958984, '4 nothing')
4/815.bmp (0.5304327011108398, '4 nothing')
4/137.bmp (0.8584664463996887, '4 nothing')
4/412.bmp (0.8505566716194153, '4 nothing')
4/917.bmp (0.984610915184021, '4 nothing')
4/643.bmp (0.5186795592308044, '4 nothing')
4/953.bmp (0.6389096975326538, '4 nothing')
4/246.bmp (0.9998229742050171, '4 nothing')
4/750.bmp (0.968791127204895, '4 nothing')
4/765.bmp (0.5584628582000732, '4 nothing')
4/1056.bmp (0.8794221878051758, '4 nothing')
4/942.bmp (0.998017430305481, '4 nothing')
4/534.bmp (0.8870036005973816, '4 nothing')
4/193.bmp (0.5766680836677551, '4 nothing')
4/80.bmp (0.6078103184700012, '4 nothing')
4/519.bmp (0.9998734593391418, '4 nothing')
4/219.bmp (0.9456919431686401, '4 nothing')
4/544.bmp (0.9984156489372253, '4 nothing')
4/392.bmp (0.9999119639396667, '4 nothing')
4/979.bmp (0.5024361610412598, '4 nothing')
4/462.bmp (0.5030471086502075, '4 nothing')
4/164.bmp (0.5683941841125488, '4 nothing')

iter_44000
2/1206.bmp (0.9999343156814575, '2 CL')
2/1249.bmp (0.9999405145645142, '2 CL')
2/1309.bmp (0.99986732006073, '2 CL')
2/202.bmp (0.9998824000358582, '2 CL')
2/669.bmp (0.9999985694885254, '2 CL')
2/373.bmp (0.9999791979789734, '2 CL')
2/386.bmp (0.9999979734420776, '2 CL')
2/937.bmp (0.9998712539672852, '2 CL')
2/737.bmp (0.9999406933784485, '2 CL')
2/238.bmp (0.9994745254516602, '2 CL')
2/824.bmp (0.9999750852584839, '2 CL')
2/36.bmp (0.9999833106994629, '2 CL')
2/528.bmp (0.9999884366989136, '2 CL')
2/67.bmp (0.9999852180480957, '2 CL')
2/1143.bmp (0.9999895095825195, '2 CL')
2/1081.bmp (0.9999756813049316, '2 CL')
2/768.bmp (0.9999690055847168, '2 CL')
2/1106.bmp (0.9999345541000366, '2 CL')
2/472.bmp (0.9999837875366211, '2 CL')
2/1112.bmp (0.999882698059082, '2 CL')
2/602.bmp (0.9999969601631165, '2 CL')
2/42.bmp (0.9999837875366211, '2 CL')
2/1049.bmp (0.9999940991401672, '2 CL')
2/987.bmp (0.9999995231628418, '2 CL')
2/1018.bmp (0.9999984502792358, '2 CL')
2/1174.bmp (0.9999904632568359, '2 CL')
2/404.bmp (0.999960720539093, '2 CL')
2/571.bmp (0.9999940991401672, '2 CL')
2/1162.bmp (0.9999844431877136, '2 CL')
2/862.bmp (0.9999397993087769, '2 CL')
2/503.bmp (0.9999969601631165, '2 CL')
2/1268.bmp (0.9999933242797852, '2 CL')
2/226.bmp (0.9999127388000488, '2 CL')
2/441.bmp (0.9999926686286926, '2 CL')
2/1237.bmp (0.9999729990959167, '2 CL')
2/171.bmp (0.9999760389328003, '2 CL')
2/701.bmp (0.9999599456787109, '2 CL')
2/534.bmp (0.9999847412109375, '2 CL')
2/638.bmp (0.9999896883964539, '2 CL')
2/893.bmp (0.9996362924575806, '2 CL')
2/651.bmp (0.9999898672103882, '2 CL')
2/103.bmp (0.9998383522033691, '2 CL')
2/269.bmp (0.999963104724884, '2 CL')
2/799.bmp (0.9999526143074036, '2 CL')
2/956.bmp (0.9999963641166687, '2 CL')
2/134.bmp (0.9999883770942688, '2 CL')
2/924.bmp (0.9999603033065796, '2 CL')
2/337.bmp (0.9999985694885254, '2 CL')
2/306.bmp (0.9999811053276062, '2 CL')
2/831.bmp (0.9999812245368958, '2 CL')
0/790.bmp (0.4999953806400299, '0 HL')
0/66.bmp (0.5000004768371582, '0 HL')
0/1232.bmp (0.4999997615814209, '0 HL')
0/97.bmp (0.5000007152557373, '0 HL')
0/1170.bmp (0.4999985694885254, '0 HL')
0/347.bmp (0.5, '0 HL')
0/253.bmp (0.500002920627594, '0 HL')
0/1045.bmp (0.5, '0 HL')
0/28.bmp (0.5000009536743164, '0 HL')
0/122.bmp (0.5, '0 HL')
0/846.bmp (0.4999970495700836, '2 CL')
0/160.bmp (0.5000030994415283, '0 HL')
0/946.bmp (0.49996286630630493, '0 HL')
0/446.bmp (0.5000004768371582, '0 HL')
0/128.bmp (0.49999991059303284, '0 HL')
0/940.bmp (0.4999309480190277, '0 HL')
0/378.bmp (0.5000002384185791, '0 HL')
0/852.bmp (0.49999839067459106, '0 HL')
0/1201.bmp (0.4999995827674866, '0 HL')
0/596.bmp (0.5000001788139343, '0 HL')
0/222.bmp (0.4999997615814209, '0 HL')
0/602.bmp (0.4999997019767761, '0 HL')
0/633.bmp (0.5, '0 HL')
0/627.bmp (0.5, '0 HL')
0/1107.bmp (0.5, '0 HL')
0/477.bmp (0.5000007152557373, '0 HL')
0/403.bmp (0.5000007152557373, '0 HL')
0/316.bmp (0.5000002384185791, '0 HL')
0/1076.bmp (0.5, '0 HL')
0/435.bmp (0.5000002384185791, '0 HL')
0/571.bmp (0.49999991059303284, '0 HL')
0/508.bmp (0.49999991059303284, '0 HL')
0/915.bmp (0.499997079372406, '0 HL')
0/1013.bmp (0.5, '0 HL')
0/752.bmp (0.5000002384185791, '0 HL')
0/883.bmp (0.4999989867210388, '0 HL')
0/665.bmp (0.5000002384185791, '0 HL')
0/696.bmp (0.5000002384185791, '0 HL')
0/727.bmp (0.5000002384185791, '0 HL')
0/1038.bmp (0.5, '0 HL')
0/1138.bmp (0.49999967217445374, '0 HL')
0/35.bmp (0.5000023245811462, '0 HL')
0/410.bmp (0.5000007152557373, '0 HL')
0/191.bmp (0.5000066757202148, '0 HL')
0/247.bmp (0.5000025629997253, '0 HL')
0/540.bmp (0.5, '0 HL')
0/285.bmp (0.5, '0 HL')
0/758.bmp (0.5, '0 HL')
0/153.bmp (0.5000404119491577, '0 HL')
0/1257.bmp (0.49999961256980896, '0 HL')
1/636.bmp (0.5, '1 HR')
1/926.bmp (0.49999451637268066, '1 HR')
1/1108.bmp (0.5000012516975403, '1 HR')
1/586.bmp (0.5, '1 HR')
1/467.bmp (0.5, '1 HR')
1/248.bmp (0.499999463558197, '1 HR')
1/1242.bmp (0.5, '1 HR')
1/698.bmp (0.5000028014183044, '1 HR')
1/530.bmp (0.5, '1 HR')
1/142.bmp (0.4999997615814209, '1 HR')
1/11.bmp (0.5, '1 HR')
1/442.bmp (0.5, '1 HR')
1/890.bmp (0.5, '1 HR')
1/167.bmp (0.5000000596046448, '1 HR')
1/920.bmp (0.4999964237213135, '1 HR')
1/223.bmp (0.5000001788139343, '1 HR')
1/1318.bmp (0.5, '1 HR')
1/55.bmp (0.5000001788139343, '1 HR')
1/847.bmp (0.5, '1 HR')
1/67.bmp (0.5, '1 HR')
1/805.bmp (0.5, '1 HR')
1/1283.bmp (0.5, '1 HR')
1/155.bmp (0.4999997019767761, '1 HR')
